,district,rooms,size,level,max_levels,price
3406,Mirzo-Ulugbek,2,70.0,3,9,90000.0
3407,Chilonzor,2,65.0,9,9,35000.0
3408,Olmazor,5,110.0,5,5,63500.0
3409,Mirzo-Ulugbek,1,29.0,2,4,23990.0
3410,Mirobod,1,47.5,4,4,48900.0
3411,Yunusobod,4,100.0,2,5,70000.0
3412,Yunusobod,3,55.0,1,4,54000.0
3413,Uchtepa,3,80.0,5,5,36000.0
3414,Chilonzor,2,50.0,4,5,33500.0
3415,Chilonzor,2,60.0,4,4,36500.0
3416,Chilonzor,1,42.0,6,9,27500.0
3417,Chilonzor,3,75.0,5,9,74500.0
3418,Chilonzor,1,42.0,2,5,28500.0
3419,Chilonzor,1,42.0,4,5,26500.0
3420,Sergeli,1,50.3,9,9,21660.0
3421,Yunusobod,3,75.0,5,5,37000.0
3422,Yunusobod,2,60.0,3,4,41000.0
3423,Chilonzor,4,100.0,4,9,90000.0
3424,Yunusobod,2,60.0,1,4,40000.0
3425,Chilonzor,3,68.0,4,4,38000.0
3426,Chilonzor,3,70.0,4,4,37000.0
3427,Chilonzor,3,67.0,4,4,36500.0
3428,Chilonzor,3,68.0,1,5,44000.0
3429,Yunusobod,2,55.0,2,5,30000.0
3430,Chilonzor,2,60.0,8,9,34500.0
3431,Sergeli,1,48.0,8,9,22907.0
3432,Yunusobod,2,74.0,3,6,46835.0
3433,Chilonzor,3,70.0,4,4,37500.0
3434,Chilonzor,3,72.0,3,9,47000.0
3435,Chilonzor,3,67.0,2,4,42000.0
3436,Chilonzor,2,60.0,4,4,36000.0
3437,Chilonzor,2,57.0,4,5,36500.0
3438,Chilonzor,2,50.0,4,5,32000.0
3439,Chilonzor,2,54.0,1,4,35500.0
3440,Chilonzor,2,50.0,2,4,36000.0
3441,Chilonzor,2,50.0,2,5,37500.0
3442,Chilonzor,2,60.0,3,9,38000.0
3443,Chilonzor,2,60.0,3,9,37000.0
3444,Yunusobod,3,66.19,4,4,40000.0
3445,Yunusobod,2,60.0,4,5,38000.0
3446,Yunusobod,1,38.0,3,4,25000.0
3447,Yunusobod,1,40.0,4,4,22500.0
3448,Yunusobod,2,55.0,1,4,31500.0
3449,Mirzo-Ulugbek,2,51.33,4,4,42000.0
3450,Yunusobod,2,55.0,4,4,30000.0
3451,Yunusobod,1,40.0,4,5,24500.0
3452,Yunusobod,2,65.0,1,4,34000.0
3453,Yunusobod,4,100.0,2,5,51000.0
3454,Mirzo-Ulugbek,3,120.0,4,9,155000.0
3455,Yunusobod,3,150.0,8,9,165000.0
3456,Uchtepa,4,92.0,8,9,45000.0
3457,Mirzo-Ulugbek,4,120.0,4,8,160000.0
3458,Yunusobod,2,60.0,1,4,41000.0
3459,Olmazor,1,22.0,7,9,15500.0
3460,Yunusobod,2,67.0,2,9,38000.0
3461,Shayxontohur,1,42.0,8,9,21000.0
3462,Yunusobod,2,60.0,1,5,39000.0
3463,Yunusobod,2,60.0,3,5,34500.0
3464,Yunusobod,2,60.0,3,5,41500.0
3465,Yunusobod,3,70.0,3,4,37000.0
3466,Yunusobod,2,57.6,4,4,35000.0
3467,Yakkasaroy,1,46.0,10,12,27598.0
3468,Yunusobod,2,55.0,3,4,34000.0
3469,Yunusobod,2,55.0,2,7,41000.0
3470,Sergeli,1,40.0,9,9,18332.0
3471,Yakkasaroy,1,30.0,3,4,26500.0
3472,Shayxontohur,4,85.0,2,5,55000.0
3473,Shayxontohur,4,85.0,2,5,55000.0
3474,Yunusobod,1,45.0,2,6,28481.0
3475,Mirobod,3,72.0,4,4,46000.0
3476,Mirzo-Ulugbek,3,70.0,4,4,51500.0
3477,Mirobod,2,65.0,9,9,47000.0
3478,Mirzo-Ulugbek,3,116.0,6,9,72356.0
3479,Mirzo-Ulugbek,5,176.0,1,9,69724.0
3480,Mirobod,2,56.0,3,5,40000.0
3481,Sergeli,3,69.0,9,9,31622.0
3482,Yakkasaroy,1,45.0,6,7,55710.0
3483,Yakkasaroy,1,45.0,9,17,57853.0
3484,Yashnobod,4,84.0,5,5,41000.0
3485,Yunusobod,2,61.0,2,5,39500.0
3486,Yunusobod,4,110.0,5,6,69620.0
3487,Chilonzor,2,50.0,2,4,32999.0
3488,Yunusobod,3,70.0,4,4,52000.0
3489,Mirzo-Ulugbek,3,77.47,5,5,50000.0
3490,Yakkasaroy,1,37.0,9,10,26500.0
3491,Sergeli,1,46.7,9,9,20110.0
3492,Mirzo-Ulugbek,3,87.65,10,11,56491.0
3493,Yunusobod,4,110.0,6,6,69620.0
3494,Mirzo-Ulugbek,3,68.0,4,5,82000.0
3495,Yunusobod,1,45.0,2,6,28481.0
3496,Sergeli,3,74.0,5,7,44000.0
3497,Olmazor,3,70.0,3,4,41000.0
3498,Sergeli,2,88.9,9,9,38282.0
3499,Yakkasaroy,3,80.0,5,8,42000.0
3500,Mirzo-Ulugbek,4,108.27,10,11,69780.0
3501,Mirzo-Ulugbek,3,87.05,7,11,60260.0
3502,Chilonzor,2,58.0,4,4,37500.0
3503,Yunusobod,3,105.0,4,6,66455.0
3504,Mirzo-Ulugbek,4,80.0,2,5,75000.0
3505,Yashnobod,1,49.88,4,6,32245.0
3506,Mirzo-Ulugbek,5,191.0,8,9,93128.0
3507,Chilonzor,1,46.0,2,5,37500.0
3508,Yakkasaroy,3,93.0,14,17,119562.0
3509,Yunusobod,3,108.0,6,9,75000.0
3510,Yashnobod,6,160.0,6,7,82000.0
3511,Mirzo-Ulugbek,4,150.0,4,8,180000.0
3512,Chilonzor,1,30.0,2,4,23000.0
3513,Mirobod,3,130.0,2,8,110000.0
3514,Chilonzor,2,52.0,4,4,33000.0
3515,Olmazor,3,69.0,1,4,50000.0
3516,Mirobod,2,60.0,4,9,80000.0
3517,Mirzo-Ulugbek,2,40.0,1,3,25500.0
3518,Chilonzor,2,60.0,6,9,40000.0
3519,Mirobod,2,60.0,8,9,83000.0
3520,Mirobod,1,53.0,7,9,51000.0
3521,Mirobod,2,62.0,3,9,75000.0
3522,Chilonzor,4,80.0,5,5,43000.0
3523,Chilonzor,3,75.0,2,8,75000.0
3524,Sergeli,4,100.0,7,9,45800.0
3525,Mirzo-Ulugbek,2,63.0,5,8,37197.0
3526,Yunusobod,2,60.0,1,4,37000.0
3527,Yunusobod,2,74.0,3,6,46835.0
3528,Uchtepa,3,70.0,5,5,41500.0
3529,Yunusobod,2,80.0,3,6,50633.0
3530,Mirzo-Ulugbek,4,72.0,2,5,58000.0
3531,Mirzo-Ulugbek,3,87.65,8,11,58583.0
3532,Yakkasaroy,2,75.0,10,17,96421.0
3533,Mirzo-Ulugbek,3,85.0,5,9,50000.0
3534,Mirzo-Ulugbek,2,56.97,5,5,40000.0
3535,Yunusobod,2,58.0,3,4,32000.0
3536,Yunusobod,3,70.0,5,5,40000.0
3537,Yunusobod,1,43.0,1,4,33000.0
3538,Olmazor,2,57.0,4,5,33600.0
3539,Uchtepa,2,60.0,7,9,36500.0
3540,Yunusobod,5,110.0,5,5,47000.0
3541,Mirobod,2,58.0,6,9,48000.0
3542,Mirzo-Ulugbek,4,129.18,10,11,83257.0
3543,Mirobod,2,65.0,8,9,43000.0
3544,Uchtepa,1,42.0,1,5,26000.0
3545,Mirzo-Ulugbek,1,42.0,4,9,32500.0
3546,Sergeli,1,54.9,9,9,23641.0
3547,Mirobod,2,49.0,1,4,35000.0
3548,Shayxontohur,4,120.0,4,5,95000.0
3549,Mirzo-Ulugbek,3,119.0,7,9,74280.0
3550,Mirobod,4,122.0,3,5,65000.0
3551,Uchtepa,3,72.0,4,9,43500.0
3552,Uchtepa,3,68.0,2,4,40000.0
3553,Mirobod,2,60.0,3,9,54000.0
3554,Sergeli,3,70.0,2,9,42000.0
3555,Mirobod,2,63.0,4,9,76000.0
3556,Mirzo-Ulugbek,2,65.0,4,12,52500.0
3557,Uchtepa,1,36.0,3,4,25500.0
3558,Yakkasaroy,2,74.0,3,8,52148.0
3559,Sergeli,2,86.6,9,9,37292.0
3560,Sergeli,2,74.0,9,9,33903.0
3561,Uchtepa,1,43.0,1,5,25200.0
3562,Yakkasaroy,1,39.0,1,5,27500.0
3563,Mirobod,4,123.0,4,5,64000.0
3564,Mirzo-Ulugbek,1,44.0,2,4,25000.0
3565,Mirzo-Ulugbek,2,24.0,5,9,14000.0
3566,Mirzo-Ulugbek,7,217.0,8,9,105805.0
3568,Yunusobod,2,58.0,4,4,37000.0
3569,Mirzo-Ulugbek,2,62.0,2,9,44000.0
3570,Mirobod,3,74.0,3,9,70000.0
3571,Mirobod,3,74.0,2,9,73999.0
3572,Mirzo-Ulugbek,3,85.0,1,9,52500.0
3573,Yunusobod,2,45.0,4,5,35500.0
3574,Sergeli,3,75.0,6,9,55000.0
3575,Mirzo-Ulugbek,2,65.0,5,9,65000.0
3576,Mirzo-Ulugbek,3,80.0,4,4,88000.0
3577,Yashnobod,2,62.0,7,9,44000.0
3579,Mirobod,2,62.0,7,9,70000.0
3580,Chilonzor,2,40.0,3,4,38500.0
3581,Chilonzor,2,63.09,5,9,42000.0
3582,Chilonzor,2,45.0,3,4,41000.0
3583,Chilonzor,3,77.5,8,10,49600.0
3584,Chilonzor,2,63.09,5,9,42000.0
3585,Shayxontohur,3,78.0,8,12,45000.0
3586,Chilonzor,3,100.0,6,9,78000.0
3587,Mirzo-Ulugbek,5,110.0,3,4,86000.0
3588,Mirzo-Ulugbek,1,18.0,4,4,10000.0
3589,Mirzo-Ulugbek,3,86.0,2,4,55000.0
3590,Olmazor,3,205.8,1,6,95000.0
3591,Yashnobod,2,44.0,2,9,21000.0
3592,Sergeli,5,130.0,5,9,64000.0
3593,Yashnobod,2,47.0,3,4,28500.0
3594,Uchtepa,2,57.95,11,12,29500.0
3595,Olmazor,3,205.8,1,6,95000.0
3596,Mirobod,4,120.0,1,4,135000.0
3597,Shayxontohur,2,65.0,6,9,57000.0
3598,Mirobod,1,42.0,2,9,38000.0
3599,Mirzo-Ulugbek,4,95.0,6,8,115000.0
3600,Yashnobod,2,58.0,3,4,57000.0
3601,Shayxontohur,3,70.0,6,7,58000.0
3602,Mirzo-Ulugbek,4,125.0,5,9,131500.0
3603,Yunusobod,1,39.0,3,9,33500.0
3604,Mirobod,4,121.0,6,10,110000.0
3605,Mirobod,2,62.0,1,9,67000.0
3606,Yashnobod,2,48.0,3,4,36000.0
3607,Yashnobod,3,70.0,1,4,46000.0
3610,Yunusobod,3,70.0,1,4,78000.0
3611,Yakkasaroy,5,213.0,8,9,185000.0
3612,Yashnobod,3,78.0,2,9,72000.0
3613,Mirzo-Ulugbek,2,52.19,3,9,37000.0
3614,Chilonzor,3,63.0,3,4,43000.0
3615,Yashnobod,4,92.0,4,5,53999.0
3616,Chilonzor,4,125.0,4,4,75000.0
3617,Mirobod,4,100.0,1,9,145000.0
3618,Shayxontohur,2,58.0,6,9,44500.0
3619,Sergeli,2,63.0,7,16,33539.0
3620,Mirzo-Ulugbek,3,70.0,8,9,56000.0
3621,Mirzo-Ulugbek,3,75.0,5,9,62000.0
3622,Shayxontohur,4,95.0,4,9,75000.0
3623,Yunusobod,1,37.0,3,4,31000.0
3624,Mirobod,3,130.0,9,12,50000.0
3625,Shayxontohur,5,168.0,5,9,62000.0
3626,Olmazor,4,120.0,4,5,95000.0
3627,Yakkasaroy,2,48.0,5,9,23000.0
3628,Sergeli,3,95.0,9,9,43524.0
3629,Mirobod,2,56.0,3,5,38500.0
3630,Shayxontohur,3,85.0,4,12,53000.0
3631,Yunusobod,1,36.0,3,4,20500.0
3632,Yashnobod,2,56.0,5,5,29500.0
3633,Yashnobod,3,70.0,2,5,35500.0
3634,Yashnobod,3,70.0,2,4,39500.0
3635,Yashnobod,3,78.0,4,4,38500.0
3636,Yashnobod,3,78.0,5,5,36000.0
3637,Yashnobod,2,51.0,4,7,27000.0
3638,Yashnobod,4,160.0,4,4,85000.0
3639,Olmazor,3,90.0,5,5,120000.0
3640,Yakkasaroy,2,77.0,6,8,56000.0
3641,Mirobod,3,90.0,9,9,63000.0
3642,Mirobod,4,120.0,4,8,160000.0
3643,Yakkasaroy,4,150.0,7,8,160000.0
3644,Mirobod,4,120.0,5,9,145000.0
3645,Mirzo-Ulugbek,3,120.0,4,9,155000.0
3646,Yashnobod,1,12.0,2,9,8999.0
3647,Yunusobod,2,52.0,2,5,32500.0
3648,Yakkasaroy,6,142.0,1,9,135000.0
3649,Uchtepa,2,53.0,1,4,34500.0
3651,Yunusobod,2,51.0,3,4,26500.0
3652,Shayxontohur,2,57.0,2,5,37000.0
3653,Uchtepa,1,38.0,1,4,27500.0
3654,Yashnobod,2,54.0,4,4,31500.0
3655,Mirobod,2,62.0,2,4,76000.0
3656,Uchtepa,2,45.0,4,4,26000.0
3657,Mirobod,4,110.0,9,9,70000.0
3658,Sergeli,2,57.0,1,7,34800.0
3659,Mirobod,4,110.0,4,4,45000.0
3660,Mirzo-Ulugbek,1,70.0,4,5,38500.0
3661,Yashnobod,3,58.0,1,5,40000.0
3662,Olmazor,2,56.47,2,4,35000.0
3663,Yunusobod,3,68.0,1,4,43000.0
3664,Yunusobod,2,60.0,1,5,39000.0
3665,Yunusobod,4,106.0,1,6,105000.0
3666,Yunusobod,4,86.0,2,5,70000.0
3667,Yunusobod,2,60.0,1,5,42000.0
3668,Yunusobod,3,70.0,2,4,48000.0
3669,Sergeli,2,41.0,2,3,29000.0
3670,Olmazor,1,42.0,1,5,23500.0
3671,Sergeli,2,59.0,1,5,38500.0
3672,Shayxontohur,2,50.0,8,12,29900.0
3673,Mirzo-Ulugbek,3,95.0,5,18,66000.0
3674,Sergeli,4,91.0,4,5,43000.0
3675,Shayxontohur,2,50.0,8,12,29900.0
3676,Yashnobod,1,29.7,1,1,20500.0
3677,Mirzo-Ulugbek,1,36.0,3,4,25000.0
3678,Chilonzor,2,60.0,7,9,39985.0
3679,Mirzo-Ulugbek,4,85.0,2,4,69990.0
3680,Shayxontohur,4,139.0,6,7,150000.0
3681,Uchtepa,3,57.0,2,5,55000.0
3682,Mirzo-Ulugbek,4,65.0,4,4,63000.0
3683,Yunusobod,1,44.0,2,7,60000.0
3684,Chilonzor,3,96.0,2,4,88000.0
3685,Mirzo-Ulugbek,4,106.0,9,11,106000.0
3686,Mirzo-Ulugbek,2,50.0,5,5,34500.0
3687,Uchtepa,1,42.0,2,4,25700.0
3689,Chilonzor,1,42.0,3,4,26200.0
3690,Chilonzor,1,30.0,2,4,25700.0
3691,Mirzo-Ulugbek,2,46.0,2,4,46500.0
3692,Yakkasaroy,3,105.0,5,10,125000.0
3693,Mirzo-Ulugbek,2,46.0,5,5,38000.0
3694,Yashnobod,2,35.0,7,9,19000.0
3695,Yunusobod,4,155.0,5,8,125000.0
3697,Uchtepa,3,70.0,1,5,48000.0
3698,Uchtepa,4,86.0,5,5,46000.0
3699,Mirzo-Ulugbek,2,46.0,5,5,39000.0
3700,Yunusobod,3,78.0,4,4,48000.0
3701,Mirobod,3,72.0,2,9,82000.0
3702,Chilonzor,3,75.0,5,9,55000.0
3703,Mirzo-Ulugbek,2,60.0,1,4,47500.0
3704,Mirobod,3,75.0,2,9,74000.0
3705,Mirzo-Ulugbek,2,70.0,3,9,90000.0
3706,Chilonzor,3,61.0,3,4,38000.0
3707,Shayxontohur,3,92.0,4,8,115000.0
3708,Yunusobod,2,55.0,3,4,58000.0
3709,Olmazor,3,75.0,5,5,50000.0
3710,Mirzo-Ulugbek,2,65.0,4,4,57000.0
3711,Mirzo-Ulugbek,1,30.0,4,4,22000.0
3712,Mirzo-Ulugbek,3,90.0,2,9,51000.0
3713,Olmazor,4,98.0,6,9,71000.0
3714,Shayxontohur,1,42.0,2,4,37000.0
3715,Mirzo-Ulugbek,2,52.0,4,5,36000.0
3716,Mirzo-Ulugbek,3,80.0,1,5,51000.0
3717,Chilonzor,3,48.0,4,5,39500.0
3718,Sergeli,1,39.0,5,5,21000.0
3720,Mirzo-Ulugbek,2,60.0,4,4,31500.0
3721,Mirzo-Ulugbek,3,94.0,5,5,50000.0
3723,Yakkasaroy,1,45.0,9,10,28000.0
3724,Mirzo-Ulugbek,2,62.0,3,5,55000.0
3725,Yashnobod,2,52.0,1,4,41000.0
3727,Mirzo-Ulugbek,3,78.0,5,5,39000.0
3728,Mirzo-Ulugbek,2,40.0,2,4,35500.0
3729,Chilonzor,1,26.0,1,4,29500.0
3730,Olmazor,2,74.0,4,9,41000.0
3731,Mirzo-Ulugbek,3,67.0,9,9,29900.0
3732,Mirzo-Ulugbek,2,60.0,3,9,45000.0
3733,Yunusobod,4,140.0,4,8,100000.0
3734,Chilonzor,1,30.0,2,4,25400.0
3735,Chilonzor,2,60.0,4,9,46500.0
3736,Mirobod,2,60.0,3,9,54000.0
3737,Yakkasaroy,3,70.0,4,5,60000.0
3738,Yakkasaroy,4,138.0,2,8,145000.0
3739,Uchtepa,1,36.0,3,4,25200.0
3740,Yakkasaroy,2,48.0,5,9,23000.0
3741,Mirzo-Ulugbek,3,78.0,3,4,47000.0
3742,Chilonzor,2,43.0,2,4,42000.0
3744,Mirzo-Ulugbek,3,65.0,3,5,52000.0
3745,Yashnobod,1,36.0,1,4,28000.0
3746,Mirzo-Ulugbek,1,35.0,2,5,25500.0
3747,Mirzo-Ulugbek,3,73.0,5,9,57000.0
3748,Yashnobod,4,105.0,6,9,60000.0
3749,Chilonzor,2,43.0,1,4,33500.0
3750,Yunusobod,3,78.0,5,5,36500.0
3751,Mirobod,2,63.0,4,9,76000.0
3752,Mirzo-Ulugbek,3,90.0,5,5,45000.0
3753,Sergeli,5,118.0,4,9,57993.0
3754,Yunusobod,3,75.0,4,4,52000.0
3755,Mirzo-Ulugbek,3,74.0,5,9,62000.0
3756,Mirobod,4,150.0,3,8,54000.0
3757,Yunusobod,1,41.0,1,4,30000.0
3758,Chilonzor,3,120.0,2,8,160000.0
3759,Mirzo-Ulugbek,4,97.0,4,9,95600.0
3760,Mirobod,5,110.0,5,9,140000.0
3761,Uchtepa,3,72.0,9,9,40000.0
3762,Mirzo-Ulugbek,3,94.0,16,23,118000.0
3763,Mirobod,2,115.0,7,8,160000.0
3764,Yakkasaroy,2,45.0,1,4,40000.0
3765,Mirobod,2,97.0,6,8,155000.0
3766,Sergeli,4,100.0,1,4,87000.0
3767,Mirzo-Ulugbek,3,41.0,5,5,45000.0
3768,Yakkasaroy,4,60.0,4,4,75000.0
3769,Chilonzor,3,70.0,1,4,48000.0
3770,Mirobod,3,88.0,5,5,55000.0
3771,Mirobod,3,110.0,2,8,169000.0
3772,Chilonzor,3,70.0,3,4,55000.0
3773,Yunusobod,3,80.0,2,4,90000.0
3774,Olmazor,3,73.0,2,5,55000.0
3775,Mirzo-Ulugbek,2,67.0,3,4,42200.0
3776,Mirzo-Ulugbek,4,100.0,2,4,95000.0
3777,Mirobod,3,75.0,6,9,59500.0
3778,Uchtepa,2,51.0,1,5,43500.0
3779,Yakkasaroy,4,170.0,2,6,2000.0
3780,Mirobod,2,55.0,2,4,26300.0
3781,Shayxontohur,1,70.0,6,7,57500.0
3782,Mirzo-Ulugbek,3,68.0,4,4,47000.0
3783,Shayxontohur,3,101.0,3,7,105000.0
3784,Yakkasaroy,2,50.0,3,12,42000.0
3785,Mirobod,1,40.0,4,4,46500.0
3786,Mirzo-Ulugbek,3,75.0,4,5,47000.0
3787,Mirobod,3,75.0,8,9,85000.0
3788,Yashnobod,3,86.0,5,9,75000.0
3789,Mirzo-Ulugbek,2,60.0,3,4,102000.0
3790,Yashnobod,2,58.0,4,9,55000.0
3792,Chilonzor,3,114.0,2,9,160000.0
3793,Chilonzor,1,30.0,4,4,27700.0
3794,Shayxontohur,3,90.0,12,12,37000.0
3795,Mirzo-Ulugbek,3,70.0,4,4,61000.0
3796,Olmazor,4,100.0,2,9,57000.0
3797,Sergeli,3,79.3,13,16,38448.0
3798,Mirzo-Ulugbek,3,91.0,3,5,51000.0
3799,Uchtepa,3,80.0,4,4,50000.0
3800,Mirzo-Ulugbek,2,55.0,7,7,57000.0
3801,Chilonzor,3,75.0,5,9,57000.0
3802,Mirobod,2,45.0,6,9,58000.0
3803,Mirzo-Ulugbek,2,90.0,2,9,51000.0
3804,Chilonzor,2,52.0,2,4,41500.0
3805,Chilonzor,3,65.0,4,4,42000.0
3806,Chilonzor,2,45.0,2,4,32000.0
3807,Bektemir,3,56.0,4,4,28100.0
3808,Yunusobod,3,78.0,4,4,55000.0
3809,Mirzo-Ulugbek,2,60.0,6,9,34000.0
3810,Mirobod,4,90.0,6,9,73000.0
3811,Mirzo-Ulugbek,3,73.0,5,5,52000.0
3812,Mirzo-Ulugbek,1,20.0,3,4,12100.0
3813,Uchtepa,2,42.0,4,5,28500.0
3814,Mirobod,3,105.0,7,9,125000.0
3815,Mirzo-Ulugbek,2,42.0,2,5,33500.0
3816,Bektemir,2,30.0,1,4,26100.0
3817,Mirobod,2,55.0,5,5,35000.0
3818,Mirzo-Ulugbek,2,50.0,5,5,35000.0
3819,Mirzo-Ulugbek,2,55.0,4,4,35000.0
3820,Yunusobod,2,50.0,4,4,33500.0
3821,Shayxontohur,4,130.0,2,3,106000.0
3822,Yunusobod,1,45.0,4,4,26000.0
3823,Mirzo-Ulugbek,1,42.0,1,4,26500.0
3824,Yakkasaroy,2,64.0,1,5,42000.0
3825,Shayxontohur,2,42.0,8,9,29999.0
3826,Chilonzor,2,50.0,2,4,45000.0
3827,Yashnobod,2,30.0,7,9,21500.0
3828,Chilonzor,2,45.0,1,4,39000.0
3829,Mirzo-Ulugbek,1,24.0,1,4,19000.0
3830,Yakkasaroy,2,49.0,5,9,23000.0
3831,Yakkasaroy,5,116.0,4,9,72000.0
3832,Chilonzor,2,40.0,4,4,30000.0
3833,Chilonzor,1,49.0,3,12,33500.0
3834,Chilonzor,2,45.0,4,4,35500.0
3835,Yunusobod,4,215.0,7,9,185000.0
3836,Yakkasaroy,3,93.0,5,7,75000.0
3837,Yakkasaroy,3,91.0,3,4,73000.0
3838,Mirzo-Ulugbek,1,22.0,4,4,19000.0
3839,Shayxontohur,6,130.0,7,9,56000.0
3840,Yunusobod,4,95.13,8,9,68000.0
3841,Yashnobod,2,55.0,4,5,54000.0
3842,Sergeli,2,59.8,16,16,27288.0
3843,Mirzo-Ulugbek,2,94.0,1,5,32000.0
3844,Yunusobod,3,70.0,3,3,66000.0
3845,Yunusobod,3,70.0,4,4,63000.0
3846,Yunusobod,4,105.0,4,4,160000.0
3847,Yakkasaroy,2,56.0,7,12,36500.0
3848,Mirzo-Ulugbek,3,70.0,4,4,64000.0
3849,Mirzo-Ulugbek,3,82.0,4,4,88000.0
3851,Shayxontohur,2,55.0,2,5,55000.0
3852,Chilonzor,3,72.0,2,4,63000.0
3853,Mirzo-Ulugbek,3,80.0,4,4,81000.0
3854,Mirobod,2,115.0,7,8,160000.0
3855,Mirobod,2,97.0,6,8,155000.0
3856,Chilonzor,4,96.0,2,4,58000.0
3857,Chilonzor,3,78.0,6,9,44500.0
3858,Mirzo-Ulugbek,2,58.0,4,4,33000.0
3859,Shayxontohur,3,65.0,3,4,54000.0
3860,Mirzo-Ulugbek,2,57.0,7,9,29000.0
3861,Mirzo-Ulugbek,2,60.0,8,9,38000.0
3862,Yunusobod,2,58.0,5,9,42000.0
3863,Mirzo-Ulugbek,2,50.0,4,4,28700.0
3864,Mirobod,1,55.0,2,9,61000.0
3865,Shayxontohur,3,45.0,2,5,28000.0
3866,Yunusobod,3,70.0,3,4,67000.0
3867,Mirzo-Ulugbek,2,50.0,4,4,35500.0
3868,Mirobod,3,85.0,5,9,74000.0
3869,Mirobod,3,80.0,1,9,100000.0
3870,Yunusobod,3,68.0,3,4,68000.0
3871,Shayxontohur,6,154.0,4,5,129500.0
3872,Yunusobod,4,82.0,1,4,86000.0
3873,Mirobod,3,75.0,2,9,74000.0
3874,Yakkasaroy,3,100.0,5,5,100000.0
3875,Yunusobod,3,78.0,4,4,56000.0
3876,Yashnobod,1,26.0,1,4,22000.0
3877,Uchtepa,1,36.0,3,4,25500.0
3878,Olmazor,3,91.0,3,3,85000.0
3879,Yunusobod,3,65.0,4,4,53500.0
3880,Chilonzor,3,103.0,4,4,160000.0
3881,Yunusobod,5,183.5,4,5,203000.0
3882,Chilonzor,3,75.0,1,4,60000.0
3883,Yunusobod,1,67.0,8,9,42500.0
3884,Yunusobod,4,94.0,1,9,66000.0
3885,Yashnobod,4,130.0,1,5,155000.0
3886,Shayxontohur,2,60.0,5,9,45000.0
3887,Mirobod,3,75.0,4,4,70000.0
3888,Mirobod,3,106.0,1,4,120000.0
3889,Mirobod,3,90.0,3,4,125000.0
3890,Sergeli,4,98.0,2,7,65000.0
3891,Uchtepa,2,49.0,3,4,34500.0
3892,Mirzo-Ulugbek,3,80.0,4,4,90000.0
3893,Yakkasaroy,2,48.0,5,9,23000.0
3894,Mirzo-Ulugbek,3,73.0,9,9,45000.0
3896,Mirzo-Ulugbek,3,70.0,2,5,66000.0
3897,Chilonzor,3,114.0,2,9,160000.0
3898,Yakkasaroy,2,48.0,1,4,38000.0
3899,Uchtepa,1,39.0,3,4,25000.0
3900,Shayxontohur,3,75.0,2,9,52000.0
3901,Mirzo-Ulugbek,3,94.0,16,23,118000.0
3902,Mirobod,3,110.0,2,8,169000.0
3903,Yakkasaroy,2,72.0,5,16,72000.0
3904,Mirzo-Ulugbek,3,90.0,2,9,51000.0
3905,Shayxontohur,3,78.0,3,5,51000.0
3906,Mirzo-Ulugbek,3,75.0,5,5,38000.0
3907,Mirzo-Ulugbek,2,50.0,1,4,30000.0
3908,Yunusobod,2,65.0,1,4,34500.0
3909,Mirzo-Ulugbek,2,40.0,1,3,26000.0
3910,Yakkasaroy,3,70.0,4,5,68000.0
3911,Yunusobod,3,78.0,4,4,55000.0
3912,Olmazor,3,64.0,7,9,58000.0
3913,Mirzo-Ulugbek,2,48.0,1,4,31000.0
3914,Chilonzor,1,41.0,3,4,25800.0
3915,Uchtepa,2,42.0,4,5,28500.0
3916,Shayxontohur,3,80.0,2,4,72000.0
3917,Mirzo-Ulugbek,2,42.0,2,5,33500.0
3918,Yashnobod,3,72.0,5,9,65000.0
3919,Shayxontohur,2,70.0,5,7,56000.0
3920,Mirzo-Ulugbek,2,55.0,5,5,35000.0
3921,Mirzo-Ulugbek,3,63.0,2,4,46000.0
3922,Mirzo-Ulugbek,2,50.0,5,5,35000.0
3923,Mirzo-Ulugbek,2,55.0,4,4,35000.0
3925,Yakkasaroy,6,213.0,8,9,165000.0
3927,Yunusobod,2,50.0,4,4,33500.0
3928,Mirzo-Ulugbek,1,42.0,1,4,26499.0
3929,Mirzo-Ulugbek,3,70.0,2,3,46500.0
3930,Mirobod,3,65.0,1,2,48000.0
3931,Yashnobod,3,70.0,4,4,35000.0
3932,Sergeli,4,100.0,9,9,45000.0
3933,Mirzo-Ulugbek,2,64.7,4,4,36200.0
3934,Chilonzor,4,87.71,2,9,70000.0
3935,Mirobod,4,98.0,3,4,53000.0
3936,Yakkasaroy,4,120.0,1,4,132000.0
3937,Olmazor,3,59.0,6,9,33000.0
3938,Olmazor,2,64.5,4,6,37410.0
3939,Chilonzor,3,87.0,4,4,55000.0
3940,Chilonzor,2,42.0,2,4,38500.0
3941,Yunusobod,1,38.0,1,4,26000.0
3943,Chilonzor,3,87.0,2,4,70000.0
3944,Uchtepa,2,42.0,1,4,33500.0
3945,Mirobod,3,120.3,10,12,100000.0
3946,Mirobod,2,55.0,1,3,65000.0
3947,Mirzo-Ulugbek,2,62.0,1,4,66000.0
3948,Yunusobod,4,90.0,5,5,44000.0
3949,Yashnobod,2,60.0,6,9,77000.0
3950,Mirzo-Ulugbek,3,70.0,2,5,54000.0
3951,Mirobod,4,187.0,4,5,145000.0
3952,Yashnobod,3,61.0,3,4,38000.0
